featureId,existingLocation,destination,requirement,ownership,invariants,implementation,areaValidation
F09.05,Setup / Capabilities > Loaded session modules,loaded-modules,"Every tool, hook and provider instance",Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.06,Setup / Capabilities > Loaded session modules,loaded-modules,Required orchestrator and context,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.07,Setup / Capabilities > Loaded session modules,loaded-modules,Enabled switches,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.08,Setup / Capabilities > Loaded session modules,loaded-modules,Select module and display source,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.09,Setup / Capabilities > Loaded session modules,loaded-modules,"Generic scalar, boolean and numeric config fields",Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.10,Setup / Capabilities > Loaded session modules,loaded-modules,Structured-value summary,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.11,Setup / Capabilities > Loaded session modules,loaded-modules,Credential-preserved indicator,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.12,Setup / Capabilities > Loaded session modules,loaded-modules,Advanced per-module JSON,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.13,Setup / Capabilities > Loaded session modules,loaded-modules,Update module draft from JSON,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.14,Setup / Capabilities > Loaded session modules,loaded-modules,Full composed-plan JSON,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.15,Setup / Capabilities > Loaded session modules,loaded-modules,Parse and validation errors,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.16,Setup / Capabilities > Loaded session modules,loaded-modules,Apply to loaded session,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.17,Setup / Capabilities > Loaded session modules,loaded-modules,Apply when idle,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.18,Setup / Capabilities > Loaded session modules,loaded-modules,Revert draft,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.19,Setup / Capabilities > Loaded session modules,loaded-modules,Dirty/saved indicator,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.20,Setup / Capabilities > Loaded session modules,loaded-modules,Queued/applying/success/error outcomes,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.21,Setup / Capabilities > Loaded session modules,loaded-modules,Cancel queued change,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F09.22,Setup / Capabilities > Loaded session modules,loaded-modules,Save applied configuration as custom bundle with name and description,Generic mounted-module contract,Do not disable required context or orchestrator; At least one provider required by backend; Queued edits preserve conversation history; Keep raw plan fields not represented by ordinary controls; No arbitrary module-specific pages,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py; test_shared_runtime_config.py
F10.01,Capabilities > Save and share,share-bundle,Bundle name,Unified portable export,Exports include references/configuration and portable resources; Credentials excluded; Requires a selected prepared conversation,"Existing native form, action and behavior retained; navigation relocated",test_bundles*
F10.02,Capabilities > Save and share,share-bundle,Description,Unified portable export,Exports include references/configuration and portable resources; Credentials excluded; Requires a selected prepared conversation,"Existing native form, action and behavior retained; navigation relocated",test_bundles*
F10.03,Capabilities > Save and share,share-bundle,Export applied app bundle,Unified portable export,Exports include references/configuration and portable resources; Credentials excluded; Requires a selected prepared conversation,"Existing native form, action and behavior retained; navigation relocated",test_bundles*
F11.01,Capabilities > Smart Tools,smart-tools,Browse catalog,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.02,Capabilities > Smart Tools,smart-tools,"Catalog refresh, progress, retry and empty state",Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.03,Capabilities > Smart Tools,smart-tools,Filter catalog,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.04,Capabilities > Smart Tools,smart-tools,All current catalog entries and descriptions,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.05,Capabilities > Smart Tools,smart-tools,Choose catalog entry and inspect its source,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.06,Capabilities > Smart Tools,smart-tools,Add from Git,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.07,Capabilities > Smart Tools,smart-tools,"Repository, optional ref and package path",Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.08,Capabilities > Smart Tools,smart-tools,"Inspect manifest, revision, version and author requirements",Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.09,Capabilities > Smart Tools,smart-tools,Optional package extras,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.10,Capabilities > Smart Tools,smart-tools,Install package or another source revision,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.11,Capabilities > Smart Tools,smart-tools,Installation progress/failure/result,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.12,Capabilities > Smart Tools,smart-tools,Installed executable folder and next-step guidance,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.13,Capabilities > Smart Tools,smart-tools,Configure MCP connection after installation,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.14,Capabilities > Smart Tools,smart-tools,Add MCP connection directly,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.15,Capabilities > Smart Tools,smart-tools,"Connection name, executable and newline-separated arguments",Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.16,Capabilities > Smart Tools,smart-tools,Optional working folder and folder picker,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.17,Capabilities > Smart Tools,smart-tools,Environment variable references with validation,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.18,Capabilities > Smart Tools,smart-tools,Save connection and return to connection list,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.19,Capabilities > Smart Tools,smart-tools,Configured and ready counts,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.20,Capabilities > Smart Tools,smart-tools,Connection filter,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.21,Capabilities > Smart Tools,smart-tools,Installed-package inventory and source detail,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.22,Capabilities > Smart Tools,smart-tools,"Select connection; status, errors, advertised tools and canvas availability",Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.23,Capabilities > Smart Tools,smart-tools,Edit connection,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.24,Capabilities > Smart Tools,smart-tools,Connect and disconnect,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.25,Capabilities > Smart Tools,smart-tools,Remove connection while preserving package/tool data,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.26,Capabilities > Smart Tools,smart-tools,Filter advertised tools,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.27,Capabilities > Smart Tools,smart-tools,Open tool detail,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.28,Capabilities > Smart Tools,smart-tools,"Schema fields: required text, enums, boolean, integer, number, objects, arrays and complex types",Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.29,Capabilities > Smart Tools,smart-tools,Switch form arguments to JSON and back without dropping extra properties,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.30,Capabilities > Smart Tools,smart-tools,Validate arguments,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.31,Capabilities > Smart Tools,smart-tools,Run tool,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.32,Capabilities > Smart Tools,smart-tools,Open interactive canvas view,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.33,Capabilities > Smart Tools,smart-tools,Running/interrupted/failed/success statuses,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.34,Capabilities > Smart Tools,smart-tools,"Result preview, truncation and saved-resource reference",Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F11.35,Capabilities > Smart Tools,smart-tools,Missing connection and missing tool states,Unified catalog and MCP host,Installation and connection remain separate; No model credentials configured implicitly; Only model-visible tools shown; Tool-specific meanings come from manifest/schema; Custom repository and generic MCP paths remain available,"Existing native form, action and behavior retained; navigation relocated",settings-completeness-browser; smart-tools-browser; test_smart_tools.py
F12.01,Maintenance > Updates,updates,Installed and published app versions,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.02,Maintenance > Updates,updates,"App status, staged/restarting/uncertain/failed/ahead-of-release states",Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.03,Maintenance > Updates,updates,High-impact release notices,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.04,Maintenance > Updates,updates,Mark notice reviewed,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.05,Maintenance > Updates,updates,Release changelog and expandable historical notes,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.06,Maintenance > Updates,updates,Published-release fallback link,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.07,Maintenance > Updates,updates,Available ecosystem updates,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.08,Maintenance > Updates,updates,Configured-source issues,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.09,Maintenance > Updates,updates,Other cached sources with unknown usage,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.10,Maintenance > Updates,updates,Source ref/revisions/cache copy count and usage evidence,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.11,Maintenance > Updates,updates,Source filtering,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.12,Maintenance > Updates,updates,Check now,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.13,Maintenance > Updates,updates,Install app or ecosystem updates,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.14,Maintenance > Updates,updates,Staged activation action,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.15,Maintenance > Updates,updates,Roll back ecosystem,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.16,Maintenance > Updates,updates,"Progress, restart and failure messages",Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.17,Maintenance > Updates,updates,Last check time,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.18,Maintenance > Updates,updates,Automatic check switch,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.19,Maintenance > Updates,updates,Automatic eligible installation when idle,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.20,Maintenance > Updates,updates,"Hourly, six-hour, daily, weekly frequency",Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.21,Maintenance > Updates,updates,Show/hide full source inventory,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.22,Maintenance > Updates,updates,Update details expand/collapse,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.23,Maintenance > Updates,updates,First and latest failure plus reconciled historical failure,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.24,Maintenance > Updates,updates,Phase timeline,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F12.25,Maintenance > Updates,updates,Sanitized copyable receipt,Unified updater,"App update precedes ecosystem update and may restart host; Work, tools and calls gate activation; Disabling auto-check also disables auto-install; Pins and local edits preserved; Unknown usage does not authorize deleting cached sources; Historical failures distinguished from current health","Existing native form, action and behavior retained; navigation relocated",settings-browser; cache-usage-browser
F13.01,Maintenance > Diagnostics & Context Intelligence,diagnostics,Capture/index/forwarding master switch,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.02,Maintenance > Diagnostics & Context Intelligence,diagnostics,Each existing stream including optional conversation content,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.03,Maintenance > Diagnostics & Context Intelligence,diagnostics,Index retention days and maximum record count,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
